wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run chzhnneg
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260623_112300-chzhnneg
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.95_pruning_ratio_0.5_delta_t_1
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/7yfjydkv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/chzhnneg
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 0
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: set
sparsity: 0.95
num_mask_updates: 100000
t_end_ratio: 0.8
pruning_ratio: 0.5
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] set | sparsity=0.95 | total_steps=108000 | t_end=86400 | delta_t=1
  0%|          | 0/100 [00:00<?, ?it/s]
Iter 8 | Epoch 88:  88%|████████▊ | 88/100 [30:52<04:09, 20.83s/it, acc=1, lr=0.001, test_acc=0.732]
Iter 8 | Epoch 88:  89%|████████▉ | 89/100 [30:52<03:35, 19.60s/it, acc=1, lr=0.001, test_acc=0.732]
Iter 8 | Epoch 89:  89%|████████▉ | 89/100 [30:52<03:35, 19.60s/it, acc=1, lr=0.001, test_acc=0.732]
Iter 8 | Epoch 89:  89%|████████▉ | 89/100 [31:02<03:35, 19.60s/it, acc=1, lr=0.001, test_acc=0.734]
Iter 8 | Epoch 89:  90%|█████████ | 90/100 [31:02<02:44, 16.48s/it, acc=1, lr=0.001, test_acc=0.734]
Iter 8 | Epoch 90:  90%|█████████ | 90/100 [31:02<02:44, 16.48s/it, acc=1, lr=0.001, test_acc=0.734]
Iter 8 | Epoch 90:  90%|█████████ | 90/100 [31:11<02:44, 16.48s/it, acc=1, lr=0.001, test_acc=0.737]
Iter 8 | Epoch 90:  91%|█████████ | 91/100 [31:11<02:08, 14.30s/it, acc=1, lr=0.001, test_acc=0.737]
Iter 8 | Epoch 91:  91%|█████████ | 91/100 [31:11<02:08, 14.30s/it, acc=1, lr=0.001, test_acc=0.737]
Iter 8 | Epoch 91:  91%|█████████ | 91/100 [31:20<02:08, 14.30s/it, acc=1, lr=0.001, test_acc=0.735]
Iter 8 | Epoch 91:  92%|█████████▏| 92/100 [31:20<01:42, 12.77s/it, acc=1, lr=0.001, test_acc=0.735]
Iter 8 | Epoch 92:  92%|█████████▏| 92/100 [31:20<01:42, 12.77s/it, acc=1, lr=0.001, test_acc=0.735]
Iter 8 | Epoch 92:  92%|█████████▏| 92/100 [31:29<01:42, 12.77s/it, acc=1, lr=0.001, test_acc=0.735]
Iter 8 | Epoch 92:  93%|█████████▎| 93/100 [31:29<01:21, 11.71s/it, acc=1, lr=0.001, test_acc=0.735]
Iter 8 | Epoch 93:  93%|█████████▎| 93/100 [31:29<01:21, 11.71s/it, acc=1, lr=0.001, test_acc=0.735]
Iter 8 | Epoch 93:  93%|█████████▎| 93/100 [31:38<01:21, 11.71s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 8 | Epoch 93:  94%|█████████▍| 94/100 [31:38<01:05, 10.96s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 8 | Epoch 94:  94%|█████████▍| 94/100 [31:38<01:05, 10.96s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 8 | Epoch 94:  94%|█████████▍| 94/100 [31:48<01:05, 10.96s/it, acc=1, lr=0.001, test_acc=0.733]
Iter 8 | Epoch 94:  95%|█████████▌| 95/100 [31:48<00:52, 10.43s/it, acc=1, lr=0.001, test_acc=0.733]
Iter 8 | Epoch 95:  95%|█████████▌| 95/100 [31:48<00:52, 10.43s/it, acc=1, lr=0.001, test_acc=0.733]
Iter 8 | Epoch 95:  95%|█████████▌| 95/100 [31:57<00:52, 10.43s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 8 | Epoch 95:  96%|█████████▌| 96/100 [31:57<00:40, 10.06s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 8 | Epoch 96:  96%|█████████▌| 96/100 [31:57<00:40, 10.06s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 8 | Epoch 96:  96%|█████████▌| 96/100 [32:06<00:40, 10.06s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 8 | Epoch 96:  97%|█████████▋| 97/100 [32:06<00:29,  9.81s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 8 | Epoch 97:  97%|█████████▋| 97/100 [32:06<00:29,  9.81s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 8 | Epoch 97:  97%|█████████▋| 97/100 [32:15<00:29,  9.81s/it, acc=0.998, lr=0.001, test_acc=0.729]
Iter 8 | Epoch 97:  98%|█████████▊| 98/100 [32:15<00:19,  9.63s/it, acc=0.998, lr=0.001, test_acc=0.729]
Iter 8 | Epoch 98:  98%|█████████▊| 98/100 [32:15<00:19,  9.63s/it, acc=0.998, lr=0.001, test_acc=0.729]
Iter 8 | Epoch 98:  98%|█████████▊| 98/100 [32:24<00:19,  9.63s/it, acc=0.999, lr=0.001, test_acc=0.73] 
Iter 8 | Epoch 98:  99%|█████████▉| 99/100 [32:24<00:09,  9.50s/it, acc=0.999, lr=0.001, test_acc=0.73]
Iter 8 | Epoch 99:  99%|█████████▉| 99/100 [32:24<00:09,  9.50s/it, acc=0.999, lr=0.001, test_acc=0.73]
Iter 8 | Epoch 99:  99%|█████████▉| 99/100 [32:34<00:09,  9.50s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 8 | Epoch 99: 100%|██████████| 100/100 [32:34<00:00,  9.41s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 8 | Epoch 99: 100%|██████████| 100/100 [32:34<00:00, 19.54s/it, acc=0.999, lr=0.001, test_acc=0.733]

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 9 | Epoch 0:   0%|          | 0/100 [00:00<?, ?it/s]
Iter 9 | Epoch 0:   0%|          | 0/100 [00:10<?, ?it/s, acc=0.973, lr=0.0001, test_acc=0.734]
Iter 9 | Epoch 0:   1%|          | 1/100 [00:10<16:40, 10.11s/it, acc=0.973, lr=0.0001, test_acc=0.734]
Iter 9 | Epoch 1:   1%|          | 1/100 [00:10<16:40, 10.11s/it, acc=0.973, lr=0.0001, test_acc=0.734]
Iter 9 | Epoch 1:   1%|          | 1/100 [00:20<16:40, 10.11s/it, acc=0.975, lr=0.0002, test_acc=0.732]
Iter 9 | Epoch 1:   2%|▏         | 2/100 [00:20<16:29, 10.10s/it, acc=0.975, lr=0.0002, test_acc=0.732]
Iter 9 | Epoch 2:   2%|▏         | 2/100 [00:20<16:29, 10.10s/it, acc=0.975, lr=0.0002, test_acc=0.732]
Iter 9 | Epoch 2:   2%|▏         | 2/100 [00:30<16:29, 10.10s/it, acc=0.977, lr=0.0003, test_acc=0.73] 
Iter 9 | Epoch 2:   3%|▎         | 3/100 [00:30<16:19, 10.09s/it, acc=0.977, lr=0.0003, test_acc=0.73]
Iter 9 | Epoch 3:   3%|▎         | 3/100 [00:30<16:19, 10.09s/it, acc=0.977, lr=0.0003, test_acc=0.73]
Iter 9 | Epoch 3:   3%|▎         | 3/100 [00:40<16:19, 10.09s/it, acc=0.982, lr=0.0004, test_acc=0.726]
Iter 9 | Epoch 3:   4%|▍         | 4/100 [00:40<16:08, 10.09s/it, acc=0.982, lr=0.0004, test_acc=0.726]
Iter 9 | Epoch 4:   4%|▍         | 4/100 [00:40<16:08, 10.09s/it, acc=0.982, lr=0.0004, test_acc=0.726]
Iter 9 | Epoch 4:   4%|▍         | 4/100 [00:50<16:08, 10.09s/it, acc=0.986, lr=0.0005, test_acc=0.725]
Iter 9 | Epoch 4:   5%|▌         | 5/100 [00:50<15:58, 10.09s/it, acc=0.986, lr=0.0005, test_acc=0.725]
Iter 9 | Epoch 5:   5%|▌         | 5/100 [00:50<15:58, 10.09s/it, acc=0.986, lr=0.0005, test_acc=0.725]
Iter 9 | Epoch 5:   5%|▌         | 5/100 [01:00<15:58, 10.09s/it, acc=0.991, lr=0.0006, test_acc=0.723]
Iter 9 | Epoch 5:   6%|▌         | 6/100 [01:00<15:48, 10.09s/it, acc=0.991, lr=0.0006, test_acc=0.723]
Iter 9 | Epoch 6:   6%|▌         | 6/100 [01:00<15:48, 10.09s/it, acc=0.991, lr=0.0006, test_acc=0.723]
Iter 9 | Epoch 6:   6%|▌         | 6/100 [01:10<15:48, 10.09s/it, acc=0.995, lr=0.0007, test_acc=0.726]
Iter 9 | Epoch 6:   7%|▋         | 7/100 [01:10<15:38, 10.09s/it, acc=0.995, lr=0.0007, test_acc=0.726]
Iter 9 | Epoch 7:   7%|▋         | 7/100 [01:10<15:38, 10.09s/it, acc=0.995, lr=0.0007, test_acc=0.726]
Iter 9 | Epoch 7:   7%|▋         | 7/100 [01:20<15:38, 10.09s/it, acc=0.998, lr=0.0008, test_acc=0.726]
Iter 9 | Epoch 7:   8%|▊         | 8/100 [01:20<15:28, 10.09s/it, acc=0.998, lr=0.0008, test_acc=0.726]
Iter 9 | Epoch 8:   8%|▊         | 8/100 [01:20<15:28, 10.09s/it, acc=0.998, lr=0.0008, test_acc=0.726]
Iter 9 | Epoch 8:   8%|▊         | 8/100 [01:30<15:28, 10.09s/it, acc=0.999, lr=0.0009, test_acc=0.728]
Iter 9 | Epoch 8:   9%|▉         | 9/100 [01:30<15:18, 10.09s/it, acc=0.999, lr=0.0009, test_acc=0.728]
Iter 9 | Epoch 9:   9%|▉         | 9/100 [01:30<15:18, 10.09s/it, acc=0.999, lr=0.0009, test_acc=0.728]
Iter 9 | Epoch 9:   9%|▉         | 9/100 [01:40<15:18, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]     
Iter 9 | Epoch 9:  10%|█         | 10/100 [01:40<15:07, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 10:  10%|█         | 10/100 [01:40<15:07, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 10:  10%|█         | 10/100 [01:50<15:07, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 10:  11%|█         | 11/100 [01:50<14:57, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 11:  11%|█         | 11/100 [01:50<14:57, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 11:  11%|█         | 11/100 [02:01<14:57, 10.09s/it, acc=1, lr=0.001, test_acc=0.73] 
Iter 9 | Epoch 11:  12%|█▏        | 12/100 [02:01<14:47, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 12:  12%|█▏        | 12/100 [02:01<14:47, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 12:  12%|█▏        | 12/100 [02:11<14:47, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 12:  13%|█▎        | 13/100 [02:11<14:37, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 13:  13%|█▎        | 13/100 [02:11<14:37, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 13:  13%|█▎        | 13/100 [02:21<14:37, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 13:  14%|█▍        | 14/100 [02:21<14:27, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 14:  14%|█▍        | 14/100 [02:21<14:27, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 14:  14%|█▍        | 14/100 [02:31<14:27, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 14:  15%|█▌        | 15/100 [02:31<14:17, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 15:  15%|█▌        | 15/100 [02:31<14:17, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 15:  15%|█▌        | 15/100 [02:41<14:17, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 15:  16%|█▌        | 16/100 [02:41<14:07, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 16:  16%|█▌        | 16/100 [02:41<14:07, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 16:  16%|█▌        | 16/100 [02:51<14:07, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 16:  17%|█▋        | 17/100 [02:51<13:57, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 17:  17%|█▋        | 17/100 [02:51<13:57, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 17:  17%|█▋        | 17/100 [03:01<13:57, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 17:  18%|█▊        | 18/100 [03:01<13:47, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 18:  18%|█▊        | 18/100 [03:01<13:47, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 18:  18%|█▊        | 18/100 [03:11<13:47, 10.09s/it, acc=1, lr=0.001, test_acc=0.73] 
Iter 9 | Epoch 18:  19%|█▉        | 19/100 [03:11<13:37, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 19:  19%|█▉        | 19/100 [03:11<13:37, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 19:  19%|█▉        | 19/100 [03:21<13:37, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 19:  20%|██        | 20/100 [03:21<13:27, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 20:  20%|██        | 20/100 [03:21<13:27, 10.09s/it, acc=1, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 20:  20%|██        | 20/100 [03:31<13:27, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 20:  21%|██        | 21/100 [03:31<13:17, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 21:  21%|██        | 21/100 [03:31<13:17, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 21:  21%|██        | 21/100 [03:41<13:17, 10.09s/it, acc=0.998, lr=0.001, test_acc=0.726]
Iter 9 | Epoch 21:  22%|██▏       | 22/100 [03:41<13:07, 10.09s/it, acc=0.998, lr=0.001, test_acc=0.726]
Iter 9 | Epoch 22:  22%|██▏       | 22/100 [03:41<13:07, 10.09s/it, acc=0.998, lr=0.001, test_acc=0.726]
Iter 9 | Epoch 22:  22%|██▏       | 22/100 [03:52<13:07, 10.09s/it, acc=0.998, lr=0.001, test_acc=0.724]
Iter 9 | Epoch 22:  23%|██▎       | 23/100 [03:52<12:56, 10.09s/it, acc=0.998, lr=0.001, test_acc=0.724]
Iter 9 | Epoch 23:  23%|██▎       | 23/100 [03:52<12:56, 10.09s/it, acc=0.998, lr=0.001, test_acc=0.724]
Iter 9 | Epoch 23:  23%|██▎       | 23/100 [04:02<12:56, 10.09s/it, acc=0.998, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 23:  24%|██▍       | 24/100 [04:02<12:46, 10.09s/it, acc=0.998, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 24:  24%|██▍       | 24/100 [04:02<12:46, 10.09s/it, acc=0.998, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 24:  24%|██▍       | 24/100 [04:12<12:46, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.727]
Iter 9 | Epoch 24:  25%|██▌       | 25/100 [04:12<12:36, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.727]
Iter 9 | Epoch 25:  25%|██▌       | 25/100 [04:12<12:36, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.727]
Iter 9 | Epoch 25:  25%|██▌       | 25/100 [04:22<12:36, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 25:  26%|██▌       | 26/100 [04:22<12:26, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 26:  26%|██▌       | 26/100 [04:22<12:26, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 26:  26%|██▌       | 26/100 [04:32<12:26, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.73] 
Iter 9 | Epoch 26:  27%|██▋       | 27/100 [04:32<12:16, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 27:  27%|██▋       | 27/100 [04:32<12:16, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 27:  27%|██▋       | 27/100 [04:42<12:16, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]    
Iter 9 | Epoch 27:  28%|██▊       | 28/100 [04:42<12:06, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 28:  28%|██▊       | 28/100 [04:42<12:06, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 28:  28%|██▊       | 28/100 [04:52<12:06, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 28:  29%|██▉       | 29/100 [04:52<11:56, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 29:  29%|██▉       | 29/100 [04:52<11:56, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 29:  29%|██▉       | 29/100 [05:02<11:56, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 29:  30%|███       | 30/100 [05:02<11:46, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 30:  30%|███       | 30/100 [05:02<11:46, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 30:  30%|███       | 30/100 [05:12<11:46, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 30:  31%|███       | 31/100 [05:12<11:36, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 31:  31%|███       | 31/100 [05:12<11:36, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 31:  31%|███       | 31/100 [05:22<11:36, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.724]
Iter 9 | Epoch 31:  32%|███▏      | 32/100 [05:22<11:26, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.724]
Iter 9 | Epoch 32:  32%|███▏      | 32/100 [05:22<11:26, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.724]
Iter 9 | Epoch 32:  32%|███▏      | 32/100 [05:32<11:26, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 32:  33%|███▎      | 33/100 [05:32<11:16, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 33:  33%|███▎      | 33/100 [05:32<11:16, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 33:  33%|███▎      | 33/100 [05:43<11:16, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 33:  34%|███▍      | 34/100 [05:43<11:05, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 34:  34%|███▍      | 34/100 [05:43<11:05, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 34:  34%|███▍      | 34/100 [05:53<11:05, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 34:  35%|███▌      | 35/100 [05:53<10:55, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 35:  35%|███▌      | 35/100 [05:53<10:55, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 35:  35%|███▌      | 35/100 [06:03<10:55, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.727]
Iter 9 | Epoch 35:  36%|███▌      | 36/100 [06:03<10:45, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.727]
Iter 9 | Epoch 36:  36%|███▌      | 36/100 [06:03<10:45, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.727]
Iter 9 | Epoch 36:  36%|███▌      | 36/100 [06:13<10:45, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.734]
Iter 9 | Epoch 36:  37%|███▋      | 37/100 [06:13<10:35, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.734]
Iter 9 | Epoch 37:  37%|███▋      | 37/100 [06:13<10:35, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.734]
Iter 9 | Epoch 37:  37%|███▋      | 37/100 [06:23<10:35, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]     
Iter 9 | Epoch 37:  38%|███▊      | 38/100 [06:23<10:25, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 38:  38%|███▊      | 38/100 [06:23<10:25, 10.09s/it, acc=1, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 38:  38%|███▊      | 38/100 [06:33<10:25, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 38:  39%|███▉      | 39/100 [06:33<10:15, 10.08s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 39:  39%|███▉      | 39/100 [06:33<10:15, 10.08s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 39:  39%|███▉      | 39/100 [06:43<10:15, 10.08s/it, acc=1, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 39:  40%|████      | 40/100 [06:43<10:05, 10.09s/it, acc=1, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 40:  40%|████      | 40/100 [06:43<10:05, 10.09s/it, acc=1, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 40:  40%|████      | 40/100 [06:53<10:05, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 40:  41%|████      | 41/100 [06:53<09:55, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 41:  41%|████      | 41/100 [06:53<09:55, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 41:  41%|████      | 41/100 [07:03<09:55, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 41:  42%|████▏     | 42/100 [07:03<09:45, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 42:  42%|████▏     | 42/100 [07:03<09:45, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.73]
Iter 9 | Epoch 42:  42%|████▏     | 42/100 [07:13<09:45, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.727]
Iter 9 | Epoch 42:  43%|████▎     | 43/100 [07:13<09:34, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.727]
Iter 9 | Epoch 43:  43%|████▎     | 43/100 [07:13<09:34, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.727]
Iter 9 | Epoch 43:  43%|████▎     | 43/100 [07:23<09:34, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]    
Iter 9 | Epoch 43:  44%|████▍     | 44/100 [07:23<09:24, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 44:  44%|████▍     | 44/100 [07:23<09:24, 10.09s/it, acc=1, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 44:  44%|████▍     | 44/100 [07:33<09:24, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 44:  45%|████▌     | 45/100 [07:33<09:14, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 45:  45%|████▌     | 45/100 [07:33<09:14, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 45:  45%|████▌     | 45/100 [07:44<09:14, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 45:  46%|████▌     | 46/100 [07:44<09:04, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 46:  46%|████▌     | 46/100 [07:44<09:04, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 46:  46%|████▌     | 46/100 [07:54<09:04, 10.09s/it, acc=1, lr=0.001, test_acc=0.733]    
Iter 9 | Epoch 46:  47%|████▋     | 47/100 [07:54<08:54, 10.09s/it, acc=1, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 47:  47%|████▋     | 47/100 [07:54<08:54, 10.09s/it, acc=1, lr=0.001, test_acc=0.733]
Iter 9 | Epoch 47:  47%|████▋     | 47/100 [08:04<08:54, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 47:  48%|████▊     | 48/100 [08:04<08:44, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 48:  48%|████▊     | 48/100 [08:04<08:44, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 9 | Epoch 48:  48%|████▊     | 48/100 [08:14<08:44, 10.09s/it, acc=0.999, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 48:  49%|████▉     | 49/100 [08:14<08:34, 10.08s/it, acc=0.999, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 49:  49%|████▉     | 49/100 [08:14<08:34, 10.08s/it, acc=0.999, lr=0.001, test_acc=0.728]
Iter 9 | Epoch 49:  49%|████▉     | 49/100 [08:24<08:34, 10.08s/it, acc=1, lr=0.001, test_acc=0.735]    
Iter 9 | Epoch 49:  50%|█████     | 50/100 [08:24<08:24, 10.09s/it, acc=1, lr=0.001, test_acc=0.735]
Iter 9 | Epoch 50:  50%|█████     | 50/100 [08:24<08:24, 10.09s/it, acc=1, lr=0.001, test_acc=0.735]
Iter 9 | Epoch 50:  50%|█████     | 50/100 [08:34<08:24, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 50:  51%|█████     | 51/100 [08:34<08:14, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 51:  51%|█████     | 51/100 [08:34<08:14, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 51:  51%|█████     | 51/100 [08:44<08:14, 10.09s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 51:  52%|█████▏    | 52/100 [08:44<08:04, 10.08s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 52:  52%|█████▏    | 52/100 [08:44<08:04, 10.08s/it, acc=1, lr=0.001, test_acc=0.731]
Iter 9 | Epoch 52:  52%|█████▏    | 52/100 [08:54<08:04, 10.08s/it, acc=1, lr=0.001, test_acc=0.734]
